見出し,見出し（説明）,分類,分類（説明）,日時,場所,対象,定員,費用,申込,問い合わせ,申込・問い合わせ,案内配布,受験資格,願書配布,URL1,URL2,Eメール1,Eメール2
和歌山のパパイクプロジェクトPAPAMO,,ママのためのパパイクセミナー※申込先など詳しくは要問合せ,講師：[1]尾高りほ氏（カラーセラピスト）[2]中西美好氏（助産師）,[1]1月18日（水）10:00～10:40　[2]27日（金）10:00～11:00,[1]岩出市総合保健福祉センター　[2]那賀子育て支援センター（紀の川市）,母親,各10人,,,キャリア・ブレスユー　電話073-435-0086,,,,,http://papamo-wakayama.com/,,,
和歌山のパパイクプロジェクトPAPAMO,,笑顔になれる！パパの子育て応援講座※申込先など詳しくは要問合せ,講師：渡辺大地氏（株式会社アイナロハ代表取締役）,1月22日（日）13:30～15:00,“りぃぶる”（和歌山市）,父親（夫婦での参加も可）,30人（先着順）,,,キャリア・ブレスユー　電話073-435-0086,,,,,http://papamo-wakayama.com/,,,
紀の国森づくり基金活用事業,「森林環境の保全」や「森林と共生する文化の創造」に関する活動を募集,,,,,県内に事務所または営業所のある法人・団体,,,郵送、持参で所定の申請書（ウェブサイトで配布）を2月10日までに振興局林務課,県庁森林整備課、振興局林務課,,,,,http://www.pref.wakayama.lg.jp/prefg/070700/kikin/index.html,,,
フラダンス教室,,(1)1月6・20日、2月3・17日、3月3・17日いずれも金曜15:00～16:30（全6回）、(2)1月14・21日、2月4・25日、3月4・18日いずれも土曜19:00～20:30（全6回）,※一時保育は(1)のみ（要予約・有料）,,県立橋本体育館（橋本市）,18歳以上の女性,(1)25人(2)30人（先着順）,"6,170円（全6回分）",,,来所で所定の申込書を会場橋本市北馬場455　電話0736-32-9660,,,,http://www3.cypress.ne.jp/hp10703248/hasitai/hasitai-topA.htm,,,
スポーツ教室,フットサル教室など人気のある多彩な教室を開催※詳しくは要問合せ,,,1～3月※無料体験有,和歌山ビッグ愛、和歌山ビッグホエール、和歌山ビッグウエーブ、県立体育館（和歌山市）,,,,,県スポーツ振興財団　電話073-433-0035,,,,,http://www.wakayamasposhin.or.jp/,,,
県営住宅委託管理人,委託期間：4月1日～平成30年3月31日,委託料：月額17万円,,,,県営住宅使用料の収納業務などに従事できる方（個人に限る）（選考）,県住宅供給公社管内 (1)和歌山市とその周辺=3人(2)有田市と有田郡=1人,,郵送、持参で所定の申込書（問合先で配布）を1月18日17:00までに各問合先,県住宅供給公社管内（県庁建築住宅課　電話073-441-3210）,,,,,http://www.pref.wakayama.lg.jp/prefg/080800/index.html,,,
県営住宅委託管理人,委託期間：4月1日～平成30年3月31日,委託料：月額17万円,,,,県営住宅使用料の収納業務などに従事できる方（個人に限る）（選考）,日高振興局建設部管内=1人,,郵送、持参で所定の申込書（問合先で配布）を1月18日17:00までに各問合先,日高振興局建設部管内（総務調整課　電話0738-24-2908）,,,,,http://www.pref.wakayama.lg.jp/prefg/080800/index.html,,,
県営住宅委託管理人,委託期間：4月1日～平成30年3月31日,委託料：月額17万円,,,,県営住宅使用料の収納業務などに従事できる方（個人に限る）（選考）,西牟婁振興局建設部管内=1人,,郵送、持参で所定の申込書（問合先で配布）を1月18日17:00までに各問合先,西牟婁振興局建設部管内（建築課　電話0739-26-7922）,,,,,http://www.pref.wakayama.lg.jp/prefg/080800/index.html,,,
県営住宅委託管理人,委託期間：4月1日～平成30年3月31日,委託料：月額17万円,,,,県営住宅使用料の収納業務などに従事できる方（個人に限る）（選考）,東牟婁振興局新宮建設部管内=1人,,郵送、持参で所定の申込書（問合先で配布）を1月18日17:00までに各問合先,東牟婁振興局新宮建設部管内（総務調整課　電話0735-21-9624）,,,,,http://www.pref.wakayama.lg.jp/prefg/080800/index.html,,,
県観光キャンペーンスタッフ「きのくにフレンズ」,県内外での観光キャンペーンやマスコミ出演などで和歌山県をPR,委嘱期間：4月1日から1年間,,面接審査：2月12日（日）県民文化会館（和歌山市）,,県内在住または県出身の18歳以上（平成29年3月31日現在、高校生不可）で行動的な方※性別不問,3人,,,,郵送、持参で履歴書を2月6日までに県観光連盟（県庁観光振興課内） 電話073-441-2776,,,,,,,
第2回福祉のしごと就職相談会,,,,"(1)1月20日(金)　(2)24日(火)　(3)26日(木)　(4)30日（月）※時間(1)(2)(4)10:00～12:00、14:00～16:00(3)13:30～16:00",（１）ハローワーク橋本（２）ハローワーク湯浅（３）中貴志コミュニティセンター（紀の川市）（４）ハローワーク御坊,福祉の仕事に就職希望の方・関心のある方,,,,県福祉人材センターハートワーク　電話073-435-5211,,,,,http://www.wakayamakenshakyo.or.jp/,,,
シルバー美術展兼全国健康福祉祭あきた大会出品作品選考会,,,,2月23～27日 10:00～17:00　※最終日は午前で終了,和歌山ビッグ愛（和歌山市）,県内在住で昭和33年4月1日以前生まれのアマチュアの方。日本画・洋画・彫刻・工芸・書・写真から1人1作品（共同作品不可）,,,,,所定の申込書（申込先などで配布）を2部作成し、1部は作品裏面に貼付、もう1部は郵送、ファックスで1月20日までに県社会福祉協議会いきいき長寿社会センター 〒640-8545和歌山市手平2-1-2和歌山ビッグ愛7階　電話073-435-5214　ファックス073-435-5221,,,,http://www.wakayamakenshakyo.or.jp/,,,
被災宅地危険度判定士養成講習会,地震などによる二次災害防止のための危険度を判定する技術者を養成,,,(1)2月3日(2)10日 いずれも金曜13:30～16:30,(1)県民文化会館（和歌山市） (2)情報交流センターBig・U（田辺市）,2級施工管理士（土木・建築・造園）など,(1)50人(2)30人（先着順）,,,,郵送、ファックスで所定の申込書（申込先、振興局建設部、市町村、ウェブサイトで配布）を1月25日までに県庁都市政策課　ファックス073-441-3232　,,,,http://www.pref.wakayama.lg.jp/prefg/080900/,,,
和歌山で就職しよう！,,大阪セミナー,,1月21日（土）14:00～16:00,阪急グランドビル (大阪市),県内就職希望の大学生など,40人（先着順）,,,,電話で住所、氏名、電話番号をジョブカフェわかやま　電話073-402-5757,,,,http://jobcafe-w.com/,,,
和歌山で就職しよう！,,県内企業就職面談会,※手話通訳は要予約,1月28日（土）13:00～15:30,紀南文化会館（田辺市）,平成29年3月卒業見込みの大学・短大・高専・専門・高校生、一般求職者,,,,県庁労働政策課,,,,,http://www.wakayama-uiturn.jp/,,,
平成29年度県食品表示ウォッチャー,不適正な食品表示があった場合に県へ報告していただける方を募集,,,,,県内在住で20歳以上の方※所定の研修受講が必要,30人（選考）,,,,郵送、ファックス、Eメールで住所、氏名(ふりがな)、年齢、性別、電話(ファックス)番号、メールアドレスを1月31日までに県庁食品・生活衛生課　ファックス073-432-1952,,,,http://www.pref.wakayama.lg.jp/prefg/031600/consumer/watcher/boshu.html,,mailto:e0316001@pref.wakayama.lg.jp,
特定公共賃貸住宅入居者～中堅所得者層向け～,,"【和歌山市】城北2戸・城北（事故住宅）1戸（3LDK72,000円）",,,,,,,,県住宅供給公社　電話073-425-6888,,申込用紙配布：2月1～9日 9:00～17:00（土日除く）問合先で,,,,,,
県営住宅入居者,※予定であり、確定は2月1日詳しくは要問合せ,"【和歌山市】川永23号棟（肢体障害者向・事故住宅）(＊)・川永17～24号棟（＊）・千旦10号棟(＊)・東松江・楠見・ニューかわなが（＊）・三葛・城北（＊）・紀伊（＊） 各1戸／延時・千旦第二・千旦1～9号棟・栄谷 各2戸／西脇グリーン3戸【岩出市】鴨沼1～5号棟1戸 【紀の川市】長山3戸 【橋本市】野1戸 【かつらぎ町】笠田1戸 【海南市】海南あっそ(＊)1戸 【紀美野町】野上・小畑（事故住宅） 各1戸／小畑２戸 【有田市】港2戸／糸我3戸 【有田川町】吉原1戸／徳田2戸 【湯浅町】青木（事故住宅）1戸",※(＊)はバリアフリー化された住戸,,,,,,,県住宅供給公社　電話073-425-6888,,申込用紙配布：2月1～9日 9:00～17:00（土日除く）県住宅供給公社、振興局建設部（海草除く）など,,,,,,
県営住宅入居者,※予定であり、確定は2月1日詳しくは要問合せ,【みなべ町】王子1戸,,,,,,,,日高振興局建設部 総務調整課　電話0738-24-2908,,申込用紙配布：2月1～9日 9:00～17:00（土日除く）,,,,,,
県営住宅入居者,※予定であり、確定は2月1日詳しくは要問合せ,【白浜町】椿(＊) 1戸,※(＊)はバリアフリー化された住戸,,,,,,,西牟婁振興局建設部 建築課　電話0739-26-7922,,申込用紙配布：2月1～9日 9:00～17:00（土日除く）,,,,,,
県営住宅入居者,※予定であり、確定は2月1日詳しくは要問合せ,【すさみ町】すさみ1戸,,,,,,,,東牟婁振興局串本建設部 総務管理課　電話0735-62-0755,,申込用紙配布：2月1～9日 9:00～17:00（土日除く）,,,,,,
県営住宅入居者,※予定であり、確定は2月1日詳しくは要問合せ,【太地町】平見2戸,,,,,,,,東牟婁振興局新宮建設部 総務調整課　電話0735-21-9624,,申込用紙配布：2月1～9日 9:00～17:00（土日除く）,,,,,,
紀北青少年の家,〒649-7112　かつらぎ町中飯降1317-3　電話0736-22-5530　ファックス0736-22-5531,こおるどフェスタ in 紀北,子供から高齢者まで楽しめる住民参加型の祭り,2月5日（日）10:00～16:00,,,,,,,,,,,http://www.kihokuseisyounen.com/,,,
白崎青少年の家,〒649-1123　由良町大引961-1　電話0738-65-2351　ファックス0738-65-2352,すいせん祭,ピザ・陶芸・クラフト・科学・餅つき・竪穴式住居体験など,1月29日(日) 10:00～15:00,,,,,,,,,,,http://shirasaki.pya.jp/,,,
白崎青少年の家,〒649-1123　由良町大引961-1　電話0738-65-2351　ファックス0738-65-2352,白崎ヨガ教室,,3月5日(日)13:30～15:30,,高校生以上,20人（先着順）,"1,000円",1月5日～29日,,,,,,http://shirasaki.pya.jp/,,,
潮岬青少年の家,〒649-3502　串本町潮岬669　電話0735-62-6045　ファックス0735-62-0182,フリマ出店者,2月26日開催のおもしろらんど「春祭り」の参加者を募集　,,,,20ブース（先着順）,600円（1ブースあたり）,電話で1月28日9:00～,,※申し込みには、参加者全員の住所、氏名、年齢（学年）、電話番号などが必要です。Eメール、ファックスで申し込まれた場合は電話で確認してください。詳しくは各施設へ,,,,http://omoshiro-yh.com/,,,
潮岬青少年の家,〒649-3502　串本町潮岬669　電話0735-62-6045　ファックス0735-62-0182,ボランティア,2月26日開催のおもしろらんど「春祭り」の参加者を募集　,,,中学生以上,若干名,,,,※申し込みには、参加者全員の住所、氏名、年齢（学年）、電話番号などが必要です。Eメール、ファックスで申し込まれた場合は電話で確認してください。詳しくは各施設へ,,,,http://omoshiro-yh.com/,,,
県職員採用説明会,県職員採用Ⅰ種（大学卒業程度）試験・資格免許職職員採用試験の概要、業務説明、個別相談、職場見学,,,3月1日（水）13:00～17:00,県民文化会館（和歌山市）,,"200人（先着順）※家族や次年度以降受験予定者なども参加可",,,,原則としてインターネットで（郵送の場合は往復ハガキに住所、氏名、年齢、電話番号、志望職種、職場見学希望の有無を） 2月13日までに県人事委員会事務局,,,,http://www.pref.wakayama.lg.jp/prefg/210100/saiyou.html,,,
県立こころの医療センター看護師,,,,1月25日（水） ※面接2月8日（水）,県民文化会館（和歌山市）,,採用予定人数：1人程度,,,,郵送で1月16日までに県立こころの医療センター 〒643-0811有田川町庄31　電話0737-52-3221,,昭和52年4月2日以降生まれの有資格者または取得見込者,申込先、県庁医務課、ウェブサイトなど,http://www.pref.wakayama.lg.jp/prefg/050112/kangosibosyu.htm,,,
市町村立小・中学校、県立学校の補充講師など,,試験区分：講師、事務職員、栄養士など,,随時,,,,,郵送、持参で県教育庁学校人事課,,,,それぞれに必要な資格・免許を有する方,ウェブサイト,http://www.pref.wakayama.lg.jp/prefg/500800/koushi/koushi.html,,,
測量士・測量士補,,,,5月21日(日),大阪府など,,,,,,1月5～31日に国土地理院　電話029-864-8214※詳しくは要問合せ,,,県庁技術調査課、振興局建設部,http://www.gsi.go.jp/,,,
